,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Hissar,Hissar,Masur Dal,Masur Dal,FAQ,5000,5000,5000,12 Mar 2017,2017,Mar,12,2017-03-12
1,Hissar,Hissar,Masur Dal,Masur Dal,FAQ,5050,5250,5100,09 Mar 2017,2017,Mar,09,2017-03-09
2,Hissar,Hissar,Masur Dal,Masur Dal,FAQ,6300,8600,8600,21 Nov 2016,2016,Nov,21,2016-11-21
3,Hissar,Hissar,Masur Dal,Masur Dal,FAQ,8500,11200,8900,19 Nov 2016,2016,Nov,19,2016-11-19
4,Jhajar,Jhajjar,Masur Dal,Kala Masoor New,FAQ,0,7500,7500,26 Oct 2016,2016,Oct,26,2016-10-26
5,Sirsa,Sirsa,Masur Dal,Masur Dal,FAQ,5400,5600,5400,27 Dec 2016,2016,Dec,27,2016-12-27
6,Sirsa,Sirsa,Masur Dal,Masur Dal,FAQ,5950,5950,5950,15 Dec 2016,2016,Dec,15,2016-12-15
7,Sirsa,Sirsa,Masur Dal,Masur Dal,FAQ,6021,6021,6021,05 Dec 2016,2016,Dec,05,2016-12-05
8,Sirsa,Sirsa,Masur Dal,Masur Dal,FAQ,6100,6100,6100,07 Dec 2016,2016,Dec,07,2016-12-07
9,Karnal,Nilokheri,Masur Dal,Kala Masoor New,FAQ,5500,8500,7600,27 Aug 2019,2019,Aug,27,2019-08-27
10,Karnal,Nilokheri,Masur Dal,Kala Masoor New,FAQ,5500,8600,6500,28 Jun 2019,2019,Jun,28,2019-06-28
