Unnamed: 0.1,Unnamed: 0,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,0.0,Adilabad,Adilabad(Rythu Bazar),Tea,All Dust,Large,26000,26000,26000,04 Aug 2015,2015,Aug,4,2015-08-04
1,1.0,Adilabad,Adilabad(Rythu Bazar),Tea,All Dust,Large,26000,26000,26000,05 Jul 2015,2015,Jul,5,2015-07-05
2,2.0,Adilabad,Adilabad(Rythu Bazar),Tea,All Dust,Large,26000,26000,26000,06 Jul 2015,2015,Jul,6,2015-07-06
3,3.0,Adilabad,Adilabad(Rythu Bazar),Tea,All Dust,Large,26000,26000,26000,21 Jul 2015,2015,Jul,21,2015-07-21
4,4.0,Adilabad,Adilabad(Rythu Bazar),Tea,Cachar C.T.C. Leaf,Large,26000,26000,26000,01 Aug 2015,2015,Aug,1,2015-08-01
5,5.0,Adilabad,Adilabad(Rythu Bazar),Tea,Cachar C.T.C. Leaf,Large,26000,26000,26000,15 Jun 2015,2015,Jun,15,2015-06-15
6,6.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,01 Jul 2015,2015,Jul,1,2015-07-01
7,7.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,02 Aug 2015,2015,Aug,2,2015-08-02
8,8.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,02 Jul 2015,2015,Jul,2,2015-07-02
9,9.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,03 Aug 2015,2015,Aug,3,2015-08-03
10,10.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,03 Jul 2015,2015,Jul,3,2015-07-03
11,11.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,04 Jul 2015,2015,Jul,4,2015-07-04
12,12.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,08 Jul 2015,2015,Jul,8,2015-07-08
13,13.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,09 Jul 2015,2015,Jul,9,2015-07-09
14,14.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,10 Jul 2015,2015,Jul,10,2015-07-10
15,15.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,10 Jun 2015,2015,Jun,10,2015-06-10
16,16.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,11 Jul 2015,2015,Jul,11,2015-07-11
17,17.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,12 Jul 2015,2015,Jul,12,2015-07-12
18,18.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,12 Jun 2015,2015,Jun,12,2015-06-12
19,19.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,13 Jul 2015,2015,Jul,13,2015-07-13
20,20.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,13 Jun 2015,2015,Jun,13,2015-06-13
21,21.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,14 Jul 2015,2015,Jul,14,2015-07-14
22,22.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,14 Jun 2015,2015,Jun,14,2015-06-14
23,23.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,16 Jun 2015,2015,Jun,16,2015-06-16
24,24.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,18 Jul 2015,2015,Jul,18,2015-07-18
25,25.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,18 Jun 2015,2015,Jun,18,2015-06-18
26,26.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,19 Jul 2015,2015,Jul,19,2015-07-19
27,27.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,19 Jun 2015,2015,Jun,19,2015-06-19
28,28.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,20 Jul 2015,2015,Jul,20,2015-07-20
29,29.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,20 Jun 2015,2015,Jun,20,2015-06-20
30,30.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,22 Jul 2015,2015,Jul,22,2015-07-22
31,31.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,22 Jun 2015,2015,Jun,22,2015-06-22
32,32.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,23 Jul 2015,2015,Jul,23,2015-07-23
33,33.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,24 Jul 2015,2015,Jul,24,2015-07-24
34,34.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,24 Jun 2015,2015,Jun,24,2015-06-24
35,35.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,25 Jul 2015,2015,Jul,25,2015-07-25
36,36.0,Adilabad,Adilabad(Rythu Bazar),Tea,Other,Large,26000,26000,26000,25 Jun 2015,2015,Jun,25,2015-06-25
