,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Hanumangarh,Hanumangarh Town,Rice,Other,FAQ,3102.0,3215.0,3175,09 Jan 2019,2019,Jan,09,2019-01-09
1,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,3100.0,4861.0,4821,06 Dec 2023,2023,Dec,06,2023-12-06
2,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,4110.0,4801.0,4725,09 Dec 2023,2023,Dec,09,2023-12-09
3,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,4275.0,4500.0,4500,09 Jan 2024,2024,Jan,09,2024-01-09
4,Hanumangarh,Hanumangarh,Rice,Parmal (Paddy),FAQ,152.5,208.6,200,16 Oct 2023,2023,Oct,16,2023-10-16
5,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,4523.0,4523.0,4523,27 Dec 2023,2023,Dec,27,2023-12-27
6,Hanumangarh,Hanumangarh,Rice,Parmal (Paddy),FAQ,180.0,206.1,198,17 Oct 2023,2023,Oct,17,2023-10-17
7,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,4451.0,4451.0,4451,01 Jan 2024,2024,Jan,01,2024-01-01
8,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,4050.0,4570.0,4450,02 Jan 2024,2024,Jan,02,2024-01-02
9,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,4521.0,4863.0,4825,08 Dec 2023,2023,Dec,08,2023-12-08
10,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,3900.0,4920.0,4865,05 Dec 2023,2023,Dec,05,2023-12-05
11,Hanumangarh,Hanumangarh,Rice,Basmati Paddy,FAQ,3150.0,4411.0,4411,19 Jan 2024,2024,Jan,19,2024-01-19
