,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Yamuna Nagar,Bilaspur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,6000,6000,6000,30 Aug 2017,2017,Aug,30,2017-08-30
1,Hissar,Hissar,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,9000,9000,9000,18 Oct 2016,2016,Oct,18,2016-10-18
2,Hissar,Hissar,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,9000,9300,9100,06 Nov 2016,2016,Nov,06,2016-11-06
3,Mewat,Tauru,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,4600,5000,4900,25 Oct 2016,2016,Oct,25,2016-10-25
4,Mewat,Tauru,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,4900,5070,5000,23 Oct 2016,2016,Oct,23,2016-10-23
5,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,2521,2521,2521,24 Dec 2016,2016,Dec,24,2016-12-24
6,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,2549,2549,2549,30 Aug 2017,2017,Aug,30,2017-08-30
7,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,2950,3300,3200,14 Feb 2017,2017,Feb,14,2017-02-14
8,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3000,3300,3180,15 Feb 2017,2017,Feb,15,2017-02-15
9,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3200,3621,3340,04 Jan 2017,2017,Jan,04,2017-01-04
10,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3300,3500,3400,05 Jan 2017,2017,Jan,05,2017-01-05
11,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3300,3571,3410,03 Jan 2017,2017,Jan,03,2017-01-03
12,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3400,4022,3800,20 Dec 2016,2016,Dec,20,2016-12-20
13,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3441,3500,3480,02 Jan 2017,2017,Jan,02,2017-01-02
14,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3931,3987,3965,16 Dec 2016,2016,Dec,16,2016-12-16
15,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3961,3961,3961,19 Dec 2016,2016,Dec,19,2016-12-19
16,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3974,3974,3974,29 Nov 2016,2016,Nov,29,2016-11-29
17,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3994,4101,4020,15 Dec 2016,2016,Dec,15,2016-12-15
18,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,4800,5292,5100,03 Dec 2016,2016,Dec,03,2016-12-03
19,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,5045,5200,5120,21 Dec 2016,2016,Dec,21,2016-12-21
20,Yamuna Nagar,Bilaspur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,5000,5000,5000,20 Dec 2018,2018,Dec,20,2018-12-20
21,Karnal,Nilokheri,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,5500,8650,5500,29 May 2019,2019,May,29,2019-05-29
22,Karnal,Nilokheri,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,5500,8650,7700,28 May 2019,2019,May,28,2019-05-28
23,Karnal,Nilokheri,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,5500,8700,5500,30 May 2019,2019,May,30,2019-05-30
24,Karnal,Nilokheri,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,5600,8700,6500,02 Jul 2019,2019,Jul,02,2019-07-02
25,Jind,Uchana,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,3751,3751,3751,12 Jun 2019,2019,Jun,12,2019-06-12
26,Hissar,Barwala(Hisar),Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,4500,4500,4500,03 Feb 2018,2018,Feb,03,2018-02-03
27,Yamuna Nagar,Bilaspur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,6000,6000,6000,27 Dec 2017,2017,Dec,27,2017-12-27
