,district_name,market_name,commodity,vareity,grade,min_rs_quintal,max_rs_quintal,modal_rs_quintal,date,year,month,day_of_month,datetime
0,Nizamabad,Nizamabad,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,2875,3015,3015,29 Jul 2021,2021,Jul,29,2021-07-29
1,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3289,3289,3289,01 Oct 2020,2020,Oct,01,2020-10-01
2,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,3859,6309,6309,07 Apr 2021,2021,Apr,07,2021-04-07
3,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4559,4559,4559,22 Apr 2021,2021,Apr,22,2021-04-22
4,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4599,4599,4599,11 Aug 2021,2021,Aug,11,2021-08-11
5,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4659,4659,4659,01 Jun 2021,2021,Jun,01,2021-06-01
6,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4759,6209,6209,01 Jul 2021,2021,Jul,01,2021-07-01
7,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4789,6397,6381,08 Apr 2021,2021,Apr,08,2021-04-08
8,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4859,4859,4859,05 Jul 2021,2021,Jul,05,2021-07-05
9,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4959,4959,4959,28 Apr 2021,2021,Apr,28,2021-04-28
10,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5056,5056,5056,31 Jul 2021,2021,Jul,31,2021-07-31
11,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5066,5066,5066,03 May 2021,2021,May,03,2021-05-03
12,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5193,5193,5193,12 Apr 2021,2021,Apr,12,2021-04-12
13,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5269,5269,5269,16 Jul 2021,2021,Jul,16,2021-07-16
14,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5269,5269,5269,18 Mar 2021,2021,Mar,18,2021-03-18
